,launch_angle,launch_speed,estimated_ba_using_speedangle,events
2218,18,103.0,0.469,field_out
3408,-43,60.4,0.171,field_out
3835,38,97.0,0.114,field_out
3529,44,74.8,0.137,field_out
3946,9,107.1,0.749,double
2443,29,95.1,0.24,field_out
3498,13,103.2,0.871,single
800,19,114.3,0.891,triple
931,77,90.6,0.009,field_out
1152,13,86.4,0.797,single
600,44,100.2,0.069,field_out
704,-43,54.8,0.166,sac_bunt
741,20,86.2,0.574,single
1476,59,57.9,0.011,field_out
843,50,92.4,0.011,field_out
882,13,93.6,0.92,single
1239,-5,115.0,0.457,field_out
1305,33,84.9,0.011,field_out
2345,82,73.0,0.0,field_out
1366,-2,99.8,0.346,field_out
1819,30,92.4,0.074,double
2021,11,100.2,0.849,single
2073,16,116.9,0.831,double
2881,24,95.0,0.211,field_out
3553,4,98.2,0.446,field_out
4195,14,82.9,0.811,field_out
3029,51,100.4,0.006,field_out
2288,-1,90.7,0.291,field_out
3083,-70,50.7,0.177,single
3275,10,91.3,0.606,single
2217,17,95.3,0.546,single
3169,16,106.6,0.62,double
1946,6,80.3,0.294,field_out
2239,39,76.7,0.063,field_out
2618,0,102.7,0.394,field_out
4343,-6,56.1,0.074,field_out
3514,-8,34.3,0.251,single
3787,9,98.2,0.643,single
3220,-4,92.1,0.283,field_out
0,2,105.2,0.486,triple
2444,20,102.0,0.526,double
145,1,85.5,0.3,field_out
219,-3,69.4,0.103,field_out
233,21,106.1,0.803,field_out
371,34,72.4,0.52,field_out
671,30,111.0,0.989,home_run
805,33,65.5,0.791,single
337,7,98.8,0.583,field_out
464,35,101.5,0.429,home_run
685,9,98.2,0.643,field_out
720,18,86.6,0.746,single
852,-6,82.5,0.126,field_out
1126,32,84.7,0.026,field_out
808,66,71.1,0.003,field_out
954,29,96.5,0.343,field_out
1012,-21,69.1,0.054,field_error
1113,13,108.5,0.82,single
1343,-8,103.9,0.309,field_error
1452,38,88.2,0.014,field_out
1257,34,83.8,0.011,field_out
1413,41,100.4,0.123,field_out
1526,27,86.5,0.089,field_out
1713,-23,92.1,0.083,field_out
1862,-45,74.2,0.131,field_out
1563,35,54.9,0.309,field_out
1635,-7,86.4,0.189,field_out
1769,4,73.1,0.166,field_out
3517,27,105.2,0.911,home_run
3688,17,98.6,0.46,double
2113,57,84.2,0.023,field_out
2134,22,104.4,0.749,home_run
2312,23,69.5,0.929,single
3526,-7,92.8,0.197,field_out
2925,45,101.1,0.054,field_out
3679,-11,61.6,0.063,field_out
2657,26,90.5,0.129,field_out
3094,74,82.2,0.0,field_out
3528,30,105.7,0.934,home_run
3264,17,90.2,0.771,field_out
2567,23,72.0,0.977,single
2849,6,71.5,0.24,field_out
3248,-12,99.7,0.209,field_out
3273,-10,67.5,0.06,field_out
3780,13,105.3,0.857,single
3957,-6,105.4,0.343,single
3018,23,79.3,0.683,single
3377,1,70.4,0.109,grounded_into_double_play
2696,24,83.7,0.206,field_out
3031,33,105.0,0.834,home_run
3996,47,98.4,0.017,field_out
3116,12,91.5,0.823,single
78,15,106.2,0.646,single
148,32,101.8,0.669,home_run
590,-8,100.7,0.243,field_out
645,4,102.8,0.571,field_out
706,2,105.3,0.486,double
966,26,106.2,0.943,home_run
1030,31,97.1,0.326,field_out
266,-34,69.4,0.057,field_out
357,28,107.8,0.971,home_run
597,14,102.7,0.783,single
705,-19,60.2,0.066,field_out
1122,62,79.5,0.006,field_out
1314,7,77.2,0.28,field_out
756,22,90.2,0.249,field_out
1097,44,98.9,0.043,home_run
1330,-6,75.7,0.091,field_error
1591,-11,82.3,0.103,field_out
1396,-6,73.6,0.109,field_out
1458,-33,83.0,0.046,field_error
1466,8,92.2,0.52,single
1614,-37,67.0,0.089,field_error
1748,22,100.7,0.526,home_run
1903,12,103.4,0.914,single
2206,39,93.5,0.026,field_out
1859,16,80.1,0.9,double
1957,10,89.3,0.631,single
2103,26,104.1,0.891,home_run
2280,-33,81.4,0.049,field_out
2328,-8,70.8,0.086,field_out
2253,40,99.7,0.117,field_out
2715,42,99.5,0.086,field_out
3956,-26,89.6,0.086,field_out
3134,7,100.2,0.551,field_out
3492,25,66.1,0.869,single
3849,-15,86.7,0.129,field_out
4185,-2,104.5,0.394,field_out
3048,7,84.8,0.429,field_out
3276,28,105.4,0.894,field_out
4281,3,87.6,0.357,single
2598,-5,81.4,0.12,force_out
3478,3,95.6,0.457,field_out
67,1,101.4,0.449,grounded_into_double_play
132,-49,61.0,0.223,field_out
150,11,97.6,0.874,single
163,-11,74.5,0.057,field_out
210,42,99.7,0.086,field_out
181,10,56.1,0.163,field_out
200,62,83.7,0.014,field_out
259,-57,89.5,0.234,field_out
401,19,92.2,0.446,triple
533,4,72.6,0.166,single
281,-16,105.2,0.211,field_out
324,36,87.1,0.023,field_out
393,17,93.4,0.654,field_out
640,73,95.7,0.006,field_out
674,-40,80.3,0.094,field_out
684,22,90.0,0.249,field_out
609,26,90.9,0.129,field_out
801,34,96.1,0.151,field_out
830,-8,89.3,0.154,field_out
1017,-1,102.7,0.409,field_out
1141,49,96.0,0.009,field_out
1170,53,76.9,0.074,field_out
1298,31,83.1,0.04,field_out
1324,-12,75.3,0.069,field_error
1365,25,108.9,0.977,home_run
1516,-6,103.4,0.323,single
1678,83,76.8,0.003,field_out
1265,50,92.7,0.009,field_out
1399,-5,67.5,0.103,field_out
1555,18,100.0,0.411,field_out
1741,56,87.3,0.02,field_out
1593,54,57.3,0.031,field_out
1767,40,37.5,0.169,field_out
1858,9,86.7,0.511,single
1987,30,90.6,0.066,field_out
2433,19,98.4,0.343,field_out
3471,-24,64.9,0.054,field_out
4301,36,104.4,0.543,home_run
4058,19,101.8,0.449,field_out
2566,41,94.4,0.02,field_out
3329,-11,82.6,0.111,field_out
3455,41,100.5,0.123,field_out
4123,19,98.6,0.354,field_out
2374,26,102.1,0.794,double
2906,-5,111.5,0.434,grounded_into_double_play
3847,15,104.3,0.694,single
4076,-23,90.8,0.086,force_out
61,74,73.5,0.0,field_out
71,12,100.9,0.9,single
3543,18,96.5,0.409,field_out
51,-6,100.3,0.269,field_error
109,14,92.9,0.934,single
116,9,96.6,0.66,single
149,-14,105.3,0.234,field_out
243,56,82.1,0.017,field_out
107,66,75.5,0.003,field_out
247,18,74.0,0.891,field_out
306,19,103.1,0.546,double
376,-1,77.8,0.137,field_out
387,20,95.4,0.3,field_out
395,53,84.7,0.023,field_out
519,51,74.3,0.117,field_out
471,-15,47.9,0.131,field_out
596,-7,79.0,0.091,field_out
692,6,107.8,0.694,field_out
928,48,79.7,0.04,field_out
993,59,89.5,0.011,field_error
1048,33,91.1,0.051,field_out
847,-80,60.9,0.157,field_out
892,22,79.2,0.791,field_out
1158,-3,70.1,0.097,field_out
1276,15,74.0,0.589,field_out
1312,9,110.6,0.829,double
1416,3,98.1,0.454,single
1578,59,87.9,0.026,field_out
1592,9,110.0,0.826,single
1243,87,75.0,0.0,field_out
1544,20,97.8,0.334,double
1611,-23,92.0,0.083,field_out
1707,-28,83.9,0.069,field_out
1827,19,101.0,0.42,field_out
2285,10,98.4,0.783,single
2779,49,98.8,0.014,field_out
2094,39,104.8,0.477,field_out
2573,-8,102.0,0.271,field_out
3001,3,104.0,0.531,field_out
4313,-10,100.7,0.231,field_out
3250,82,81.8,0.003,field_out
3464,-68,59.1,0.191,force_out
2661,-31,102.1,0.1,fielders_choice
3924,16,48.2,0.166,field_out
4348,18,97.4,0.409,double
2509,-22,83.7,0.066,field_out
2526,9,106.8,0.749,single
2632,16,83.4,0.963,single
2427,-49,88.3,0.117,field_out
2777,13,107.5,0.82,single
4135,-19,102.7,0.16,field_out
2784,-30,99.0,0.086,field_out
3024,13,91.2,0.911,single
3194,78,83.0,0.006,field_out
3537,13,77.5,0.446,single
4033,11,103.2,0.883,double
3294,4,93.3,0.483,field_out
3638,42,77.8,0.034,field_out
4342,17,90.5,0.771,single
4165,33,100.4,0.42,field_out
3128,-41,72.2,0.1,force_out
3185,77,87.3,0.009,field_out
52,3,70.8,0.157,field_out
63,39,90.0,0.009,field_out
262,72,89.5,0.009,field_out
333,-12,85.3,0.1,grounded_into_double_play
105,36,101.8,0.437,field_out
249,42,90.2,0.003,field_out
456,5,102.9,0.574,field_out
746,20,81.0,0.854,sac_fly
836,9,87.2,0.511,single
1024,17,105.8,0.58,single
1135,10,108.2,0.871,single
377,79,92.2,0.009,field_out
620,3,69.2,0.14,field_out
748,22,98.5,0.42,field_out
1167,-18,90.2,0.106,force_out
1238,-20,92.3,0.091,field_error
1418,1,97.8,0.449,field_out
1449,7,105.1,0.666,field_out
946,-38,73.0,0.054,field_out
1090,-41,64.4,0.143,field_out
1180,57,78.4,0.029,single
1286,-4,89.0,0.223,field_out
1409,23,100.1,0.534,triple
1523,-4,97.2,0.337,single
1588,20,80.1,0.886,field_out
1613,-7,45.6,0.14,field_out
1634,55,85.9,0.029,field_out
1663,-13,78.2,0.069,field_out
2220,-12,100.9,0.191,field_out
1825,-31,83.1,0.049,field_out
2007,1,77.4,0.151,field_out
3777,-14,111.0,0.286,field_out
4275,-18,97.6,0.177,field_out
3895,7,94.4,0.591,single
2273,16,100.2,0.549,field_out
3527,13,87.9,0.891,single
2059,59,97.4,0.017,field_out
2542,55,57.9,0.031,field_out
2874,-9,103.2,0.297,field_out
3615,-22,95.8,0.1,field_out
3873,24,109.4,0.98,single
4139,19,84.7,0.786,single
41,-3,87.2,0.203,field_out
99,42,86.3,0.003,field_out
188,46,82.8,0.017,field_out
2547,-43,63.6,0.154,field_out
3345,-14,88.6,0.109,field_out
240,42,80.6,0.014,field_out
318,36,104.7,0.657,home_run
422,22,96.6,0.317,field_out
540,22,95.0,0.214,single
3474,-32,60.1,0.057,field_out
3845,48,80.8,0.034,field_out
690,-21,81.8,0.057,field_out
739,77,63.7,0.006,field_out
286,32,83.7,0.02,field_out
384,33,102.0,0.637,home_run
433,83,77.7,0.003,field_out
518,-33,77.9,0.069,field_out
960,-19,73.7,0.046,field_out
1440,36,87.8,0.026,field_out
561,17,82.9,0.963,field_out
711,18,90.4,0.666,double
803,29,106.2,0.917,home_run
1132,45,97.8,0.029,field_out
1150,9,99.9,0.711,single
1495,5,96.8,0.529,grounded_into_double_play
1664,23,79.1,0.683,single
1785,-63,41.9,0.14,sac_bunt
1876,15,108.3,0.654,double
1596,-68,57.7,0.189,single
2013,-41,72.0,0.1,field_out
2492,-13,68.2,0.077,field_out
3267,-21,74.6,0.066,field_out
1733,8,60.0,0.186,field_out
2064,53,59.8,0.063,field_out
3387,-21,96.2,0.117,field_out
3770,-21,72.2,0.066,field_out
4335,2,107.9,0.546,field_out
2392,-18,64.5,0.054,field_out
2893,63,91.8,0.003,field_out
3595,29,97.5,0.423,field_out
2048,-28,87.8,0.083,field_out
2706,-47,72.5,0.14,field_out
2705,-4,81.6,0.12,field_out
3096,-15,85.8,0.1,field_out
2870,-16,98.4,0.206,grounded_into_double_play
3370,-10,98.7,0.289,single
4016,-2,96.9,0.38,single
2900,16,99.3,0.597,field_out
2948,14,100.9,0.794,single
3157,18,109.7,0.774,home_run
1963,17,108.9,0.666,double
2078,17,97.5,0.486,sac_fly
2358,16,100.4,0.549,single
4144,31,98.0,0.386,field_out
2006,12,112.8,0.854,field_out
2789,7,99.0,0.583,field_error
3059,9,84.1,0.491,single
3292,27,64.4,0.797,double
3879,32,101.2,0.574,home_run
2886,23,97.5,0.4,field_out
3434,-32,86.9,0.074,field_out
3696,14,111.4,0.746,double
1745,7,77.9,0.289,single
1910,12,95.7,0.889,double
1896,45,94.1,0.003,field_out
2497,2,66.5,0.14,field_out
1997,28,82.5,0.097,field_out
2182,33,98.4,0.297,triple
2227,11,95.0,0.783,single
2901,17,99.2,0.46,double
3834,-35,86.8,0.063,field_out
239,12,109.7,0.88,double
2815,-12,69.8,0.066,field_out
610,-15,75.4,0.046,field_out
644,20,93.4,0.337,field_out
687,24,104.8,0.92,home_run
772,27,101.3,0.7,home_run
945,4,99.6,0.54,field_out
386,46,106.6,0.211,home_run
681,34,86.1,0.017,field_out
715,27,92.1,0.109,field_out
759,17,90.6,0.743,double
1143,25,99.0,0.471,field_out
1363,-12,81.6,0.106,field_out
1468,22,111.5,0.983,home_run
998,9,101.2,0.7,field_out
1205,18,64.9,0.509,field_out
1310,58,90.9,0.011,field_out
1473,32,102.1,0.669,home_run
1694,-5,94.9,0.274,field_out
2042,-15,75.9,0.037,field_out
1644,34,89.5,0.037,field_out
1679,24,104.0,0.863,home_run
1888,19,97.6,0.343,field_out
2274,1,73.5,0.134,field_out
2400,-15,102.2,0.191,field_out
2560,12,112.7,0.854,double
2747,-3,85.4,0.151,field_out
2186,36,64.2,0.649,field_out
3629,-34,97.5,0.069,field_out
3808,17,99.2,0.46,field_out
3550,-21,100.8,0.14,field_out
4138,64,87.9,0.009,field_out
3946,30,87.3,0.054,field_out
4231,8,104.5,0.72,field_out
2592,3,109.0,0.569,force_out
2732,-9,96.1,0.206,single
3472,61,91.7,0.003,field_out
2460,-29,83.9,0.063,field_out
4209,-10,90.6,0.174,single
2665,-7,79.8,0.08,field_out
3015,21,103.2,0.597,double
3572,1,67.0,0.117,field_out
4531,-22,69.8,0.057,field_out
1750,-51,44.0,0.243,field_out
2010,27,80.3,0.189,field_out
2230,-10,87.7,0.114,field_out
3077,-5,62.9,0.106,single
4301,11,77.5,0.349,field_out
2526,36,98.4,0.206,field_out
3428,9,105.6,0.754,triple
3793,7,93.4,0.597,field_out
38,-33,85.4,0.077,field_out
68,17,105.4,0.574,double
112,32,95.8,0.211,field_out
140,-58,68.8,0.243,single
486,8,105.8,0.703,field_out
631,34,71.9,0.52,single
785,29,101.8,0.737,home_run
898,-8,98.1,0.243,field_out
907,32,102.5,0.734,home_run
1062,28,92.8,0.123,field_out
283,73,86.3,0.009,field_out
457,16,81.3,0.906,single
499,2,109.7,0.569,single
656,10,103.5,0.811,single
1028,-7,84.3,0.151,single
1240,28,97.0,0.354,field_out
1267,9,104.9,0.769,double
1367,16,91.5,0.823,single
1475,68,63.5,0.0,field_out
1625,15,77.6,0.749,single
1748,4,100.8,0.586,field_out
1440,7,101.9,0.669,single
1885,-5,103.1,0.34,field_out
2055,-6,85.7,0.169,field_error
1620,26,103.2,0.846,field_out
1837,29,83.2,0.074,field_out
2094,51,90.1,0.011,field_out
2894,35,102.1,0.486,home_run
3628,-8,107.4,0.294,field_out
4312,-43,74.1,0.106,field_out
2539,54,94.1,0.0,field_out
4235,1,103.3,0.397,single
2327,85,75.2,0.0,field_out
2436,-7,98.3,0.231,field_out
3533,-7,92.6,0.197,single
3744,8,96.2,0.577,field_out
4196,32,105.0,0.883,home_run
2496,27,89.2,0.094,field_out
2301,42,70.8,0.349,field_out
2492,61,88.3,0.026,field_out
2708,18,101.1,0.389,field_out
2891,-31,66.3,0.049,field_out
3314,-13,98.1,0.217,grounded_into_double_play
4181,9,88.4,0.554,single
3129,-33,60.2,0.063,field_out
4540,33,80.5,0.063,field_out
3287,44,59.0,0.226,field_out
3554,15,103.6,0.694,field_out
2816,18,100.1,0.411,field_out
3696,-30,100.0,0.103,field_out
4528,-17,86.0,0.106,field_out
4182,27,91.7,0.109,double_play
4464,53,88.8,0.006,field_out
61,6,108.0,0.694,single
1339,11,81.2,0.477,field_out
1822,14,94.7,0.897,single
1977,-12,27.1,0.257,sac_bunt
1988,10,103.7,0.82,single
354,30,77.7,0.103,field_out
392,18,92.9,0.543,double
658,-25,99.0,0.1,field_out
2263,3,105.6,0.526,single
2929,-51,68.1,0.24,single
4440,18,55.4,0.211,single
311,28,107.0,0.954,home_run
467,15,104.2,0.694,double
776,9,91.5,0.54,field_out
1069,-9,63.7,0.074,field_out
779,-41,86.3,0.074,field_out
824,26,100.8,0.686,home_run
1349,27,83.7,0.089,sac_fly
1490,20,106.3,0.771,double
1566,-8,96.3,0.211,single
1446,17,95.5,0.529,single
1607,7,75.7,0.269,single
1619,-3,88.9,0.251,force_out
1715,28,83.4,0.089,field_out
2022,-17,91.4,0.117,fielders_choice
2237,2,109.7,0.569,single
2000,-33,68.6,0.057,force_out
2078,14,105.5,0.731,single
2405,10,85.1,0.491,single
3237,45,104.0,0.137,home_run
3623,21,97.0,0.326,single
3892,-64,49.5,0.177,field_out
4526,10,80.1,0.469,single
4013,-36,89.5,0.054,field_out
2564,62,76.3,0.006,field_out
2729,-40,38.4,0.24,single
3063,-6,104.0,0.314,single
3762,-9,81.3,0.1,single
3286,31,76.3,0.226,field_out
4003,-9,12.1,0.24,sac_bunt
3868,-6,114.8,0.454,single
4191,35,103.0,0.537,home_run
2658,47,61.7,0.211,field_out
2797,19,76.0,0.957,single
3254,9,92.5,0.583,single
3539,-6,95.4,0.243,single
4115,-37,69.2,0.091,field_out
3950,-34,66.0,0.074,field_out
4428,-19,96.2,0.126,field_out
2400,67,59.6,0.0,field_out
2572,-7,94.2,0.209,field_out
3870,59,71.9,0.034,field_out
385,19,78.8,0.951,single
501,4,87.9,0.377,field_out
19,7,73.0,0.231,field_out
26,-21,79.4,0.06,single
51,10,105.8,0.823,single
113,-44,62.0,0.189,field_out
312,48,87.4,0.011,field_out
695,1,77.3,0.151,force_out
732,-12,103.0,0.246,single
1118,1,102.8,0.397,single
1197,-23,71.2,0.069,field_out
633,19,80.1,0.931,single
738,29,91.5,0.109,field_out
1368,-13,99.1,0.229,field_out
1395,48,97.0,0.011,field_out
1438,40,92.6,0.014,field_out
845,6,68.0,0.237,field_out
1343,25,96.0,0.294,field_out
1767,-18,77.3,0.051,field_out
2313,57,76.0,0.043,field_out
2553,37,108.2,0.743,home_run
1691,26,72.5,0.874,single
1920,3,105.8,0.526,field_out
2910,58,76.5,0.037,field_out
4317,3,92.4,0.409,field_out
3390,2,104.0,0.446,single
4027,18,99.7,0.411,double
4261,19,80.4,0.931,single
2486,33,96.2,0.18,field_out
3171,54,73.6,0.1,field_out
3440,8,95.8,0.577,single
4069,27,97.0,0.34,double
4215,12,99.7,0.897,single
2457,58,94.2,0.011,field_out
3988,52,84.2,0.02,field_out
4274,32,99.1,0.363,home_run
1539,-13,92.1,0.14,field_out
1617,13,109.0,0.8,double
1829,-9,89.7,0.177,field_out
2050,-5,90.2,0.251,single
2277,8,96.5,0.577,field_out
4118,-21,107.5,0.166,field_out
2033,10,96.4,0.734,single
2159,54,98.7,0.006,sac_fly
2260,54,101.7,0.006,field_error
2615,14,85.8,0.897,single
3837,63,78.7,0.003,field_out
2480,34,86.0,0.017,field_out
3159,17,67.1,0.506,field_out
3754,20,80.0,0.886,single
2585,9,71.9,0.291,field_out
3293,6,99.9,0.537,double
3952,29,101.7,0.737,double
4242,30,80.0,0.08,field_out
2095,30,78.4,0.103,field_out
3641,12,103.0,0.914,single
3890,30,102.2,0.709,home_run
3289,14,90.3,0.954,single
3757,-3,94.8,0.274,field_error
4539,18,103.9,0.517,field_out
130,-4,96.6,0.337,field_out
328,-12,96.0,0.189,field_out
3922,42,93.9,0.014,field_out
322,3,96.3,0.457,single
357,38,97.8,0.14,home_run
412,-6,86.9,0.174,field_out
690,5,86.3,0.4,single
759,18,89.9,0.666,single
913,67,84.0,0.003,field_out
571,20,86.2,0.574,field_out
604,19,94.4,0.409,double
1531,31,96.0,0.263,double
1629,-2,99.3,0.377,single
2166,-41,68.6,0.091,field_out
959,53,73.5,0.111,field_out
2594,-19,92.5,0.086,field_out
1066,10,93.4,0.631,field_out
3660,-13,90.0,0.1,field_out
3843,11,98.8,0.857,field_out
4243,-3,97.9,0.331,field_out
2128,45,81.7,0.009,field_out
2437,-1,105.9,0.449,single
2903,-17,102.5,0.171,single
3707,9,101.4,0.7,single
3262,49,77.9,0.06,field_out
3486,-2,75.7,0.134,field_out
4057,43,78.3,0.034,field_out
2089,-15,91.4,0.117,field_out
2418,-23,84.6,0.094,field_out
3963,-11,99.6,0.234,grounded_into_double_play
4098,44,96.0,0.011,field_out
4527,11,100.8,0.843,single
3175,9,85.3,0.483,single
3354,11,80.7,0.477,double
4038,-14,92.1,0.129,grounded_into_double_play
4136,8,106.2,0.703,single
2259,-9,75.2,0.051,field_out
2442,69,91.5,0.009,field_out
3340,13,92.5,0.931,single
1694,56,99.3,0.011,field_out
2015,13,92.9,0.931,double
2209,8,107.8,0.749,single
3543,-1,91.1,0.291,field_out
3941,-5,92.8,0.269,single
4378,-1,95.9,0.326,single
204,74,66.6,0.003,field_out
310,9,96.1,0.674,field_out
340,-61,58.0,0.274,single
227,35,84.2,0.011,field_out
316,-67,65.0,0.237,field_out
364,57,94.4,0.009,field_out
375,-19,89.7,0.094,field_out
535,41,97.7,0.091,field_out
591,5,91.2,0.486,field_out
447,78,77.7,0.0,field_out
490,38,90.9,0.023,sac_fly
552,22,97.1,0.317,field_out
683,7,105.6,0.683,single
644,12,70.1,0.314,field_out
705,56,82.7,0.023,field_out
822,23,74.9,0.891,single
937,13,80.9,0.606,field_out
1115,19,88.9,0.589,double
809,81,83.2,0.003,field_out
1071,6,60.9,0.157,field_out
1331,-41,58.8,0.131,force_out
1381,51,89.2,0.017,field_out
1472,25,75.4,0.789,single
1322,-15,66.0,0.06,field_out
1942,-7,64.3,0.097,field_out
2182,40,90.1,0.009,field_out
1803,13,100.2,0.889,single
1924,-39,56.1,0.123,field_out
2381,36,91.5,0.077,field_out
2541,23,100.2,0.534,field_out
2841,12,100.2,0.897,single
3925,18,99.3,0.403,field_out
2669,4,100.4,0.54,field_out
3481,29,91.3,0.077,field_out
4091,15,89.8,0.954,single
2291,3,35.1,0.266,field_out
2473,-14,67.9,0.066,field_out
3234,-30,73.5,0.06,field_out
3461,16,113.0,0.766,double
3334,45,99.8,0.043,field_out
4169,-37,71.0,0.071,field_out
2770,71,75.1,0.003,field_out
3120,-7,72.4,0.1,field_out
3845,-7,96.5,0.231,field_out
3208,12,92.2,0.846,single
3916,33,104.8,0.834,home_run
4303,39,77.6,0.04,field_out
72,-15,101.8,0.191,field_out
79,-47,62.1,0.18,field_out
115,-31,75.0,0.083,field_out
2998,-45,36.8,0.246,field_out
195,17,86.1,0.931,single
286,15,91.3,0.937,single
359,-1,80.3,0.174,field_out
435,21,87.7,0.343,single
3853,18,99.1,0.403,field_out
27,-4,102.1,0.354,field_out
530,-5,83.2,0.129,field_out
702,12,95.6,0.889,double
67,2,78.7,0.177,force_out
154,15,71.3,0.537,field_out
228,1,69.3,0.103,field_out
1374,5,97.3,0.529,single
1524,6,91.2,0.531,field_out
390,-20,96.3,0.114,force_out
666,17,71.8,0.731,single
757,7,98.4,0.594,single
982,14,104.1,0.751,single
1571,36,88.0,0.026,field_out
1713,35,87.8,0.026,field_out
1385,-37,75.3,0.069,field_out
1486,6,100.0,0.537,field_out
2072,39,84.7,0.017,field_out
2156,-6,66.2,0.103,field_out
2484,32,92.9,0.111,field_out
2224,45,61.8,0.246,field_out
2452,36,73.3,0.349,single
2738,58,89.6,0.014,field_out
3279,29,75.6,0.346,field_out
4456,-1,100.8,0.423,single
3235,-28,59.3,0.063,field_out
3558,21,95.3,0.231,field_out
4021,40,87.8,0.003,field_out
2696,-4,107.4,0.414,field_out
3192,-42,72.1,0.103,field_out
3926,0,102.2,0.423,field_out
4326,-1,72.9,0.129,force_out
2362,4,76.7,0.24,single
2398,17,92.4,0.666,field_out
3117,36,92.0,0.077,field_out
2544,68,83.6,0.003,field_out
4151,38,95.2,0.051,field_out
2657,0,72.3,0.114,field_out
2880,4,89.5,0.431,field_out
3150,29,101.6,0.737,home_run
3938,37,84.9,0.009,field_out
1787,19,89.0,0.589,field_out
1863,-30,67.5,0.043,force_out
1916,40,67.0,0.497,single
2121,79,82.0,0.003,field_out
2310,0,98.8,0.429,single
2363,19,103.4,0.546,double
121,29,99.4,0.54,home_run
184,23,82.7,0.369,field_out
226,-14,85.2,0.103,field_out
251,29,103.6,0.869,home_run
2890,55,81.0,0.023,field_out
3138,43,53.1,0.151,field_out
3973,37,80.1,0.031,field_out
421,-3,72.5,0.126,field_out
536,24,95.8,0.266,double
847,46,82.1,0.014,field_out
1776,-30,76.7,0.071,field_out
917,0,85.9,0.274,field_out
970,32,74.8,0.271,field_out
1136,10,96.8,0.783,single
1147,5,98.2,0.534,double
1214,-4,97.4,0.337,field_out
3647,38,93.6,0.037,field_out
1342,-15,95.1,0.163,field_out
458,-7,104.7,0.311,field_out
493,47,92.9,0.006,field_out
541,32,104.1,0.837,home_run
718,-26,63.1,0.054,single
848,20,106.8,0.806,double
1779,19,103.3,0.546,field_out
1865,36,89.6,0.046,field_out
2210,40,94.0,0.026,field_out
2516,1,109.3,0.551,single
872,30,90.8,0.066,field_out
1076,3,108.4,0.546,fielders_choice
1272,-62,89.9,0.289,field_out
1639,10,98.8,0.791,single
1868,22,102.2,0.563,double
1990,-10,81.8,0.097,force_out
2702,-39,86.5,0.066,field_out
3239,9,106.8,0.749,single
3402,55,79.2,0.037,field_out
4240,-13,94.1,0.146,field_out
4308,52,71.8,0.134,field_out
2360,45,91.7,0.006,field_out
2958,13,100.0,0.889,single
3501,10,71.1,0.306,grounded_into_double_play
3815,13,90.6,0.911,single
2207,30,92.7,0.134,field_out
2397,20,109.0,0.886,home_run
2629,24,81.9,0.374,field_out
3084,0,99.2,0.429,single
3491,15,86.2,0.951,single
3619,44,89.2,0.006,field_out
4251,3,108.5,0.569,force_out
95,52,94.5,0.003,field_out
1023,44,94.1,0.006,field_out
1105,11,97.4,0.88,single
1334,-9,86.8,0.12,field_out
1483,7,98.1,0.594,field_out
123,6,87.7,0.451,field_out
143,22,103.0,0.66,home_run
259,-1,71.0,0.103,field_out
1651,-1,90.8,0.291,field_out
1890,15,107.5,0.654,field_out
1933,1,63.3,0.114,field_out
570,-1,105.1,0.426,grounded_into_double_play
806,7,95.7,0.569,single
3608,29,80.7,0.109,single
4371,24,103.2,0.789,home_run
935,79,89.2,0.011,field_out
1074,15,99.5,0.68,field_out
1083,-3,109.4,0.454,single
279,16,98.7,0.597,field_out
376,0,114.0,0.571,single
483,30,93.3,0.134,home_run
496,-21,83.5,0.063,single
796,25,101.6,0.743,home_run
1434,6,73.9,0.217,field_out
1509,-67,67.9,0.254,field_out
1593,-35,62.1,0.063,field_out
1078,6,108.3,0.694,field_out
1082,36,101.7,0.437,field_out
1117,60,87.5,0.034,field_out
1237,40,58.3,0.277,single
1716,0,93.8,0.349,field_out
1955,4,103.2,0.571,field_out
2300,-56,60.7,0.271,field_out
1402,-39,72.4,0.074,single
1460,-20,103.7,0.146,field_out
1656,44,90.7,0.003,field_out
3068,0,110.8,0.526,single
3505,12,112.0,0.854,single
3626,27,94.6,0.211,field_out
1882,30,96.1,0.26,field_out
1903,28,107.0,0.954,home_run
2495,32,89.5,0.04,double
3653,-17,99.4,0.171,field_out
4289,-26,60.7,0.069,field_out
1561,16,91.0,0.866,field_out
1802,-35,72.8,0.049,field_out
2090,-10,95.9,0.217,force_out
1578,11,85.2,0.56,field_out
2364,79,67.4,0.006,field_out
3430,-52,31.9,0.186,single
2598,-4,101.9,0.354,field_out
3795,19,103.5,0.583,field_out
1831,31,91.6,0.08,field_out
2433,-13,94.6,0.174,single
3246,11,96.4,0.8,single
4121,45,84.0,0.014,field_out
2821,-23,90.7,0.086,force_out
3666,40,68.0,0.491,field_out
3787,43,87.1,0.003,field_out
514,57,98.9,0.014,field_out
715,39,86.7,0.014,field_out
882,44,69.9,0.343,single
99,29,80.2,0.109,field_out
109,38,61.6,0.463,field_out
219,-25,105.2,0.129,field_out
1054,12,99.9,0.897,double
1113,-41,46.3,0.246,field_out
1352,-70,54.3,0.166,field_out
254,2,107.6,0.546,field_out
302,0,60.4,0.114,field_out
1826,53,70.5,0.114,field_out
1957,41,95.5,0.06,double
400,6,105.2,0.623,field_out
1011,-14,90.8,0.131,force_out
3143,72,81.2,0.003,field_out
